domain,label
www.sapphiregames.com/online/nonogram.php,0
www.mastercard-update.info.sox.rakprostata.com/.no/update/,1
www.comp.lancs.ac.uk/~ss/nonogram/,0
www.paypal.co.uk.9816.secure-370.mx/images/cgi.bin/uk/web.scr/?un=1&amp;cmnd=_lg&amp;nav,1
'psylux.psych.tu-dresden.de/i1/kaw/diverses\%20Material/www.illusionworks.com/',0
www.paypal.co.uk.5730.secure-911.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav,1
www.harmsy.freeuk.com/eyemagic.html,0
www.bjcurio.com/js/index.htm?ref=rrvkodhus.battle.net/d3/en/index,1
www.skytopia.com/project/illusion/illusion.html,0
www.paypal.co.uk.8614.secure-821.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav,1
www.cut-the-knot.org/Curriculum/index.shtml#illusions,0
www.paypal.co.uk.4842.secure-190.mx/images/cgi.bin/uk/web.scr/?un=1&amp;cmnd=_lg&amp;nav,1
www.ritsumei.ac.jp/~akitaoka/index-e.html,0
www.paypal.co.uk.6329.secure-641.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nave3556df5aa5b624481dd1a121f6d867,1
www.michaelbach.de/ot/,0
www.paypal.co.uk.3917.secure-551.mx/images/cgi.bin/uk/web.scr/?un=1&amp;cmnd=_lg&amp;nav,1
www.goodtricks.net/optical-illusions-optical-magic.html,0
www.paypal.co.uk.5423.secure-731.mx/images/cgi.bin/uk/web.scr/?un=1&amp;cmnd=_lg&amp;nav,1
www.fun4all.dk/eyetricks/,0
www.paypal.co.uk.2714.secure-191.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav,1
www.panoptikum.net/optischetaeuschungen/opticalillusions.htm,0
www.paypal.co.uk.1429.secure-821.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav,1
www.braingle.com/brainteasers/optical-illusions.php,0
www.psihologijadanas.rs/yahooupdate/yahoo.htm,1
homepages.inf.ed.ac.uk/amos/opticalillusion.html,0
www.paypal.co.uk.9747.secure-460.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav,1
homepages.inf.ed.ac.uk/amos/visualillusion.html,0
www.paypal.co.uk.6462.secure-371.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav,1
www.thinks.com/riddles/tree.htm,0
www.paypal.co.uk.2586.secure-910.mx/images/cgi.bin/uk/web.scr/?un=1&amp;cmnd=_lg&amp;nav,1
www.frontiernet.net/~carlise/riddle/index.html,0
golfarmorum.nl/cli/a1/authwebscr.htm,1
www.fleabuster.com/Kids/kjokes.html,0
www.paypal.co.uk.9821.secure-371.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=339edf82982ef028934eb7d40ab1f69c,1
www.leisureideas.com/riddles.htm,0
www.paypal.co.uk.1567.secure-550.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=127df95896290aa5a78846329efa299e,1
www.thinks.com/puzzles/dudeney/dudeney.htm,0
www.paypal.co.uk.8724.secure-821.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav,1
www.thinks.com/puzzles/loyd/loyd.htm,0
pressdeoakltd.com/moodes.php,1
www.some-guy.com/riddle.html?contents,0
kindomain2.com/6dd284af8dd9a4aef027b2d215a775f1/,1
www.catb.org/~esr/riddle-poems.html,0
xdysb.com/lyb/?app=com-d3&ref=eu.battle.net/d3/en/index,1
www.j-walk.com/ss/jokes/riddles.htm,0
xdysb.com/lyb?app=com-d3&ref=eu.battle.net/d3/en/index,1
www.sureshotsoftware.com/riddles/,0
naddeoporte.it/plugins/system/plg_jamenuparams/asset/html_parser.php,1
www.experts-exchange.com/Miscellaneous/Puzzles_Riddles/,0
www.kristal.edu.al/web/images/banners/redirect.php,1
www.helary.de/logic/pers/aufg/index_aufg.html,0
www.kristal.edu.al/web//images/banners/redirect.php,1
puzzle.dse.nl/harder/index.html,0
www.paypal.co.uk.9816.secure-370.mx/images/cgi.bin/uk/web.scr/?un=1&amp;cmnd=_lg&amp;nav(bbff4802653108ea204bd3d0ea8d93,1
www.scatty.com/jokes/riddles/index.html,0
www.paypal.co.uk.1815.secure-911.mx/images/cgi.bin/uk/web.scr/?un=1&amp;cmnd=_lg&amp;navi2759a42ef67536c9730bf82a1c22f0,1
www.braingle.com/Riddle.html,0
www.paypal.co.uk.8724.secure-821.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav+b33d422217b687e4805dd17ff6b151,1
brainden.com/puzzles-riddles.htm,0
www.paypal.co.uk.8916.secure-910.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;navv5a162708239b0f54570cfdfa5900da,1
en.wikipedia.org/wiki/Sudoku,0
www.paypal.co.uk.3764.secure-370.mx/images/cgi.bin/uk/web.scr/?un=1&amp;cmnd=_lg&amp;nava7d19d1653e40bec8015438d3926664,1
www.pro.or.jp/~fuji/index-eng.html,0
www.paypal.co.uk.3261.secure-550.mx/images/cgi.bin/uk/web.scr/?un=1&amp;cmnd=_lg&amp;navq180801f0f40a7baf99edb611b7f380,1
www.menneske.no/sudoku/eng/,0
www.paypal.co.uk.3764.secure-370.mx/,1
angusj.com/sudoku/hints.php,0
www.paypal.co.uk.7131.secure-910.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav=29bb87d6a689351f55139d2f4589272f&amp;un=1,1
www.dailysudoku.co.uk/sudoku/rss.xml,0
www.paypal.co.uk.7776.secure-191.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav=b8f023f8dd8cac6698f347f6328728cb&amp;un=1,1
www.sudokumate.com/sudokumate.asp,0
www.paypal.co.uk.5237.secure-371.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav=f0f9533b085560edfaaba6913699b963&amp;un=1,1
www.sudoku.li/english/,0
www.masterey.com/paypal.limited.account/2261ff649df54fb60dabfe7967fad158/,1
www.the24net.com/sudoku/,0
www.sz-bailan.com/nab/100.html,1
www.guardian.co.uk/media/2005/may/15/pressandpublishing.usnews,0
reinitialise-lacces.fr/login.php,1
www.pi-c-it.de/Sudoku/index.php?lang=en,0
www.fossecc.com/index.php/email-sign-in,1
www.afjarvis.staff.shef.ac.uk/sudoku/,0
www.bukudjian.fr/newsletter/wwwpaypal.com/update/id122458965/,1
www.sudokuwiki.org/sudoku.htm,0
www.paypal.co.uk.8419.secure-461.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&navo68309aa42a3bbfcf57187ac7e3b031,1
www.sudoku9981.com/sudoku-puzzles,0
www.paypal.co.uk.4696.secure-731.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav,1
www.sudopedia.org/wiki/Main_Page,0
www.paypal.co.uk.4535.secure-280.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav,1
www.economist.com/node/3992476,0
www.paypal.co.uk.4746.secure-730.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav,1
news.bbc.co.uk/2/hi/uk_news/magazine/4469719.stm,0
www.ihover.net/static/topic/frunza.html,1
www.playr.co.uk/sudoku/,0
lubaki.com/wordpress/WP/b2w.bradescoseguro/Sessao.jsfCTL0021646421/ID/login_st/homa.php,1
www.setbb.com/phpbb/?mforum=sudoku,0
longshu.com/images/?app=com-d3,1
forum.ringsworld.com/sudoku.html,0
www.paypal.co.uk.4483.secure-910.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=01fb465004031fbbb71a0a06b15757f7,1
angusj.com/sudoku/,0
www.paypal.co.uk.0643.secure-550.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=c5f896a5120a9aade82f723419a6354a,1
sourceforge.net/projects/sudoku-sensei/,0
www.paypal.co.uk.7439.secure-731.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=7be62fec6e85efbf769af6243833c5f8,1
www.erational.org/software/sudoku/,0
www.paypal.co.uk.1852.secure-551.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=5424a8934b5a06fe18e3016b2c5d4488,1
www.dkmsoftware.com/Sudoku/,0
www.paypal.co.uk.3393.secure-551.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=63994da11a6451380cf001a34740a827,1
smmj.sourceforge.net/sudoku/,0
painterspaintings.com/P_mindelse-koordinaterne-dk/f6a2b07f1cdcda6cc6dd98bdfbaa7736/,1
www.clickgamer.com/moreinfo.htm?pid=3117&amp;section=J2ME&amp;set_device=1465,0
synergyaudiovideo.com/wp-content/themes/twentyten/images/login.htm,1
www.groethe.org/sudoku/sudoku.html,0
www.paypal.co.uk.0549.secure-460.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=c06c581af14c3be666b5412c7901f1b4,1
www.verek.com/products/sudoku_companion/index.html,0
www.paypal.co.uk.6105.secure-910.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav=da42ee57fcdf00a90ea01a5a9c26b088&amp;un=1,1
www.maa.org/editorial/mathgames/mathgames_09_05_05.html,0
www.paypal.co.uk.7682.secure-641.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav=92b0b26a489e8276ce1f265becebc0f1&amp;un=1,1
www.mathrec.org/sudoku/,0
www.paypal.co.uk.7628.secure-640.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav=39be0fcb73ef9846290cf99f4f7a9521&amp;un=1,1
www.menneske.no/sudokuto/eng/,0
www.paypal.co.uk.8638.secure-730.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav=40085711b0bfcb27747993d7d7922983&amp;un=1,1
www.binaryworlds.com/sudoku/,0
www.paypal.co.uk.1616.secure-281.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav=a65c517095d8d69128f25c4280c5cb53&amp;un=1,1
www.parolecrociate.net/en/index.asp,0
www.paypal.co.uk.0984.secure-551.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav=12fe7ade978248bdb9ac5f4b86eb337c&amp;un=1,1
www.mlsite.net/neknek/play.php,0
paypal.com.us.cgi-bin.superconductors.ir/webscr.cmd-login-submit.dispatch.5885d80a13c0db1f8e26366/,1
www.conceptispuzzles.com/index.aspx?uri=puzzle/calcudoku,0
www.paypal.co.uk.6940.secure-461.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=61050348b546e3b2bb33deee061a31b7,1
krazydad.com/killersudoku,0
www.paypal.co.uk.5334.secure-550.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=48d9beafdc2a2fe7a9cc89e5b5b2862d,1
www.djape.net/killer-sudoku,0
www.interkidscamps.com/tmp/417e45498a8fe4b4477471685c6119e4/login.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,1
www.sudokuwiki.org/killersudoku.htm,0
secure.runescape.com.ddeu.asia/m=weblogin/loginform.html?dest&,1
www.calcudoku.org/killersudoku,0
www.paypal.co.uk.6037.secure-370.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=9f007d9479986be6d13100eb52813ade,1
thinks.com/crosswords/first1.htm,0
secure.runescape.com.login.rr-wow.asia/m=weblogin/loginform.html?mod=www&amp;ssl=0&amp;dest,1
play.yahoo.com/games/login?game=Crossword,0
www.paypal.com.ch.cgi.bin.webscr.cmd.login.processing.login.cmd.login-donelogin.access12213011.ayasport.com/ch/secure-code27/cgi-bin/home.php,1
website.lineone.net/~firle/,0
www.paypal.com.ch.cgi.bin.webscr.cmd.login.processing.login.cmd.login-donelogin.access12213011.ayasport.com/,1
www.mirroreyes.com/crossword/index.html,0
www.paypal.com.ch.cgi.bin.webscr.cmd.login.processing.login.cmd.login-donelogin.access12213011.ayasport.com/ch/secure-code1/cgi-bin/home.php,1
www.nytimes.com/pages/crosswords/index.html,0
www.interkidscamps.com/tmp/99113ed72c2b04b0c7d7d25e0418239d/login.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,1
barelybad.com/crossword.htm,0
www.interkidscamps.com/tmp/cdcc1ea7482249395ae1d9a28c9366af/login.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,1
www.puzzlechoice.com/pc/Crossword_Menx.html,0
'lmima.phphost.biz/ppl\%20secure\%20service/paypal\%20Full\%20Info\%202013/paypal/index1.php',1
members.bellatlantic.net/~chasin/potterxw.html,0
paypal.co.uk.7757.secure-641.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg,1
www.upuzzles.com/free/crossword.html,0
www.paypal.co.uk.9517.secure-550.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=df4cac17a4ad29440e56d4f39f60f370,1
puzzles.about.com/cs/crosswords/,0
www.paypal.co.uk.6952.secure-641.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=9446d4f9f3ae42185046f94e254e412b,1
www.csmonitor.com/2006/0616/p15s01-almo.html,0
ouled-kenitra.com/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e53368fe112007369d56e9a90991a59c6f3368fe112007369d56e9a90991a59c6f,1
www.guardian.co.uk/crosswords,0
cdqzyc.com/js,1
my-yorkshire.co.uk/daily-crossword/daily-crossword.html,0
aventi.uz/language,1
www.avclub.com/crossword/,0
chao-yue.net/images,1
prahlad.org/pub/puzzles/,0
clos-alesia.com/components/com_hsconfig/views/ben/7ebb2fd768332d5c6d78c8e2053cdcbb,1
www.upenn.edu/gazette/puzzle.html,0
clos-alesia.com/components/com_hsconfig/views/ben/7ebb2fd768332d5c6d78c8e2053cdcbb/,1
members.ozemail.com.au/~mcardle/crostic.html,0
secure.runescape.com.sseu.asia/m=weblogin/loginform.html?mod=www&amp;,1
www.finishingthehat.com/sondheimcrostics.html,0
login.verification.cgi-bin.webscr.cmd.login.submit.559946517834567843657828478436584372578234234865647835435.clarkpoolinteriors.com.au,1
www.pomona.edu/Magazine/PCMFL02/AVpuzzler.shtml,0
www.paypal.co.uk.7242.secure-820.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=ae9fa4f52cf3cd2ddb0cb5dfb363be53,1
wso.williams.edu/orgs/trivia/local/supers/crostic.html,0
donsbay.com/images/del,1
www.janeland.com/acrostics.html,0
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=hgydxgbus.battle.net/d3/en/index&,1
www.rumormillnews.com/cgi-bin/archive.cgi?read=33319,0
www.cdhhmd.cn/images,1
mulawa.net/mulawa/puzzles/acrostics.html,0
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=ojdrngxus.battle.net/d3/en/index&amp;,1
www.asap.unimelb.edu.au/bsparcs/guides/puzzles/acrostic2.htm,0
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=nemrrpzus.battle.net/d3/en/index&amp;,1
www.biddlecombe.demon.co.uk/puzzles.html,0
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=oqupsnaus.battle.net/d3/en/index&amp;,1
thinks.com/crosswords/cryptic/cryptic.htm,0
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=qdfkpgqus.battle.net/d3/en/index&amp;,1
home.freeuk.net/dharrison/puzzles/,0
bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=rfiotvgus.battle.net/d3/en/index&amp;,1
www.orafusion.com/crossword.htm,0
bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=bsfdlcpus.battle.net/d3/en/index&amp;,1
www.gptucker.net/crosswords/,0
hnrz.net/css,1
www.bukharin.net/phil/puzzles.html,0
jdcc.cn/images,1
www3.sympatico.ca/tagies/,0
modernfoods.com.cn/js?mod=www,1
www.ojohaven.com/fun/crossword.html,0
maxiwebdesign.com/wp-content/uploads/2011,1
www.ekelundh.com/crossword/,0
techiesmartstore.com/adv_banners/lacoste/newpaypal/bobo/newestpaypalpage.html,1
raru.adelaide.edu.au/craig/wow.html,0
www.paypal.co.uk.2714.secure-910.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg,1
www.hackcraft.net/code/crossinary/,0
secure.runescape.com.qqwow.asia/m=weblogin/loginform.html?dest&amp;mod=www&amp;ssl=0,1
www.amo.qc.ca/cgi-bin/pub/ODico/dico.out,0
damyel.fr/photo/pp/paypal-case.html,1
www.infoplease.com/ipa/A0001806.html,0
www.paypal.co.uk.2440.secure-280.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=5cbffef91f32f978506957adb6998584,1
www.allwords.com/solver.php,0
bamgroup.ir/us/login.php,1
www.chaucery.com/fun/crossword/,0
www.interkidscamps.com/tmp/af4ca7031065ec718ff8330f948fd154/login.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,1
www.crosskit.com/index.php?dict,0
www.paypal.co.uk.7262.secure-551.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=cf7118c4724108e5eefde85d7643bc7a,1
cfajohnson.com/wordfinder/wordfinder.shtml,0
www.interkidscamps.com/tmp/af4ca7031065ec718ff8330f948fd154/login.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,1
www.quinapalus.com/cgi-bin/match,0
oldgamez.de/games/590/www.paypal.co.uk/login/ipoi/login.html?webscr=cmd_login,1
www.astrolog.org/labyrnth.htm,0
www.sportotivlenie.ru/wp-includes/pomo/squire.php,1
web.kyoto-inet.or.jp/people/eisaku/e_maze/index.html,0
www.paypal.co.uk.3643.secure-641.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=1aca9ef9ec4db1551a7b59f993d842fe,1
www.thebigzoo.com/games/mazes/,0
www.paypal.co.uk.9859.secure-821.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=17ce62d14c8b77a77bad1bdd28d8ce3d,1
homepages.cwi.nl/~tromp/maze.html,0
www.anonovopremios.xpg.com.br/precadastroanonovo.html,1
www.billsgames.com/mazegenerator/,0
www.paypal.co.uk.4424.secure-370.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=ce719795741a5457ee7805f8d23c1678,1
www.eblong.com/zarf/essays/maize.html,0
wtys.co.uk/paypa1verify/verification.php,1
attra.ncat.org/attra-pub/entertainment/do.html#mazes,0
www.paypal.co.uk.2794.secure-820.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=96c0d37c888c237d7aa45a271b777c88,1
www.agry.purdue.edu/ext/corn/culture/maze.html,0
ppaccounts-wichtiges.de/?webscr?cmd=logins-run&dispatch=4766f80a13c0db1f8e263663d3faee8da6a0e86558d6153d8812cd76bf2fd83f,1
www20.brinkster.com/abedi/index.htm,0
www.paypal.com.account.you.login.webapps.activate.serbia.com.au/?cmd=_home&dispatch=5885d80a13c0db1f8e&ee=f059b19db5296197deb27f72e83e27d5,1
www.gmhh.bravepages.com/greenmountain001.htm,0
audiconlex.cl/fr/PayPal.fr/PayPal/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd48dd1fece846b1c63eae4601faf4110d48dd1fece846b1c63eae4601faf4110,1
www.ruralroutes.com/cricklewood,0
audiconlex.cl/us/paypal/,1
www.discovertheborders.co.uk/places/101.html,0
www.mutual-laprimera.com/inmuebles/cms/TaTa/ntasa/b917b39cdcd1250002b72edbb0e6c3d0/polc.html,1
www.cairniefruitfarm.co.uk/maze.htm,0
myk6registerphp.k6.com.br/,1
www.silosandsmokestacks.org/chc/maize.htm,0
forums-to-all.olympe.in/themes/deus_17/secure_e/Confirm.php?cmd=_error_login-run&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436580c63a156ebffe89e7779ac84ebf634880c63a156ebffe89e7779ac84ebf6348,1
www.longleat.co.uk/attractions/hedge-maze.html,0
www.moers-foewa.tk/,1
www.johnrausch.com/PuzzleWorld/,0
www.perumachupicchutour.com/libraries/joomla/client/signin.eBayISAPI.php?signin.ebay.co.uk/ws/eBayISAPI.dll,1
www.teachnet.com/brainbinders/,0
paypal.co.uk.0017.secure-370.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg,1
www.sentex.net/~mwandel/marbles/index.html,0
www.paypal.co.uk.9681.secure-731.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=55e78f8f5775e465b3c0b2b7024a4555,1
news.uns.purdue.edu/rube/rube.index.html,0
english.iswx.ru/wp-includes/images/smilies/pro/alert.php,1
www.math.rwth-aachen.de/~Martin.Schoenert/Cube-Lovers/,0
www.yjtuan001.com/img/index.htm?us.battle.net/login/en/?ref=vlircnbus.battle.net/d3/en/index,1
www.wunderland.com/WTS/Kristin/History.html,0
bit.ly/XbGOjY,1
www.ideafinder.com/history/inventions/story063.htm,0
boa.com.antepemlak.com.tr/boakelvin,1
www.speedcubing.com/ton/,0
www.uggaustraliaii.com/page/vote.php?pid=46,1
www.schubart.net/rc/,0
www.domingocapria.com/atualize_dados.php?cliente,1
jpbrown.i8.com/cubesolver.html,0
mariganz.org/opGHdeCn0125/webscr.php?cmd_=session.start&sdr01=aW5mb0B3YWVzY2hlcmVpLWx1bmEuZGU=&ixh=d2VuaXV0LmNvbQ=Message-ID:&ctr_=DE,1
www.recordholders.org/en/list/rubik.html,0
'www.gardamasgroup.com/remax 101/remax1/index.htm',1
guitar.to/gravityboy/rubik/cube.html,0
www.paypal.co.uk.3315.secure-461.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=d7a53dce78f6c7965dd3369740e2f786,1
www.stefan-pochmann.info/spocc/,0
www.paypal.co.uk.5619.secure-190.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=a8badd289a059bf04adf812c5e01f2b7,1
www.randelshofer.ch/rubik/rubik.html,0
secure.runescape.com.ssus.asia/m=weblogin/loginform.html?dest&mod=www&ssl=0,1
www.roobik.com/cgi-bin/rubix/rubix.cgi,0
www.nbchaoneng.com/images/?us.battle.net/login/en/?ref=vxepohlus.battle.net/d3/en/index&amp;app=com-d3,1
www.randelshofer.ch/rubik/,0
www.paypal.co.uk.9834.secure-641.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=ed9e9d84ca14b0f5b18abcb2daecb71d,1
lar5.com/cube/bt.html,0
secure.runescape.com.eewow.asia/m=weblogin/loginform.html,1
lar5.com/cube/solve.html,0
www.paypal.co.uk.0408.secure-821.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=c2b492d4b4b7dd4aaeab59cd598cb075,1
www.superliminal.com/cube/cube.htm,0
www.paypal.co.uk.6405.secure-280.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=065aaf722c33c50c0e5f458bcb80c82b,1
www.ryanheise.com/cube/speed.html,0
www.paypal.co.uk.2186.secure-731.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=618d09ec0f0aa2788a190aaf4df29680,1
home.kpn.nl/rubik/,0
secure.runescape.com.ppeu.asia/m=weblogin/loginform.html?mod=www&,1
www.mts.net/~rhoffman/index.htm,0
xosothudo.com.vn/paypal.co.il/paypal.co.il.cgi-bin.webscr.cmd-login-submitdispatch.paypal.co.il.webscr/paypal.co.il/webscr/f0d963a4ad38a8f986407eaeafb050f5/,1
www.wunderland.com/WTS/Jake/5x5x5.html,0
michaelsilvermedia.com/wp-content/uploads/2012/03/Trulia/index.htm,1
jeays.net/rubiks.htm,0
www.paypal.co.uk.1776.secure-191.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=ebcd1a46bb0865e81d0a2de2b00ecfd6,1
www.nerdparadise.com/puzzles/333/,0
www.paypal.co.uk.5423.secure-731.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=bef6f3918e9fb1d33562d74009ed43be,1
www.ws.binghamton.edu/fridrich/cube.html,0
www.paypal.co.uk.5265.secure-550.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=a7db2a67ea7e499053fd810e49ceaf71,1
lar5.com/cube/,0
www.paypal.co.uk.8922.secure-911.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=215652ff9d0342038a086af8295289c7,1
grrroux.free.fr/method/Intro.html,0
www.paypal.co.uk.8954.secure-821.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=bb4a41b37a65584679ac36301fbd1172,1
www.zborowski.republika.pl/expert3x3x3method.html,0
www.paypal.co.uk.2586.secure-910.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=fcf50ffe4a03fe2cf57cc8a917d5d42e,1
www.ai.sri.com/~cheyer/rubiks/rubiks.html,0
www.paypal.co.uk.1186.secure-281.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=0c68e4a558e4a9f7aac2e3ca0a57a0e8,1
www.alchemistmatt.com/cube/rubik.html,0
www.ninestar.cn/js/?us.battle.net/login/en/?ref=tlegvavus.battle.net/d3/en/index&amp;app=com-d3,1
williambader.com/museum/cubes/cubes.html,0
bankruptcy-in-georgia.com/secure/http.live.msn.com/1344209750&amp;rver6.1.6206.0&amp;wpMBIwreply/mail.live.comFdefault.aspxlc=3082&amp;id=64855&amp;mkt=es-escbcxt=maisnsc=1/,1
www.ryanheise.com/cube/,0
crogent.net/opGHdeCn0125/webscrprim.php?Y3JvZ2VudC5uZXQ=uhOTG57kUJHNN54221oPLKj988777AOP784MTM1NzE5MTkxMA=,1
www.speedcubing.com/DavidJSalvia.html,0
crogent.net/196wzqxadpglr4534472/ZHJsb2VAYW9sLmNvbQ==/xDEsdR/emVpbWVsYXoub3Jn,1
www.speedcubing.com/chris/3-solution.html,0
secure.runescape.com.ddeu.asia/m=weblogin/loginform.html?dest&amp;mod=www&amp;ssl=0,1
www.jaapsch.net/puzzles/,0
www.infiniprinting.ch/font/stgeorge.htm,1
www.puzzles.force9.co.uk/index.htm,0
'www.bricojem-ferdinand-16.com/photo/paypal/paypal-case.html?act=ls&d=\%2Fhome\%2Fklienci\%2Fweb5\%2Fweb\%2Fpaypal&sort=0al',1
www.angelfire.com/space/adelaar/puzzles/,0
dayspringmission.com/help_wanted_files/paypal/complete.php,1
www.flowerfire.com/burrmaking/,0
www.garage-door-repair-atlanta.com/remax1/index.htm,1
researchweb.watson.ibm.com/BurrPuzzles/,0
michaelsilvermedia.com//wp-content/uploads/2012/03/Trulia/index.htm,1
www.ddewey.net/puzzle/,0
www.kqd19e.com/Images/?us.battle.net/login/en/?ref=dpklrowus.battle.net/d3/en/index&amp;app=com-d3,1
k.webring.com/hub?ring=puzzlering&amp;id=3&amp;hub,0
www.tuenkers.com.cn/images/index.htm?app=com-d3,1
easyweb.easynet.co.uk/~tasha27/wrPuzzle_dyn.html,0
glykngo.perug.ru/,1
www.thepotters.com/puzzles.html,0
www.fzkk.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;biycokbamp;ssl=0&amp;dest,1
www.religioustolerance.org/wrd_srch.htm,0
time-for-ever.com/js/webmailadmin/index.html,1
www.twopaths.com/wordsearch.htm,0
secure.runescape.com.eeeu.asia/m=weblogin/loginform.html?mod=www&amp;amp;ssl=0&amp;amp;dest,1
www.funs.co.uk/wordsearch/index.htm,0
www.jh-tool.net/images/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1
www.mirroreyes.com/wordsearch/index.html,0
www.lholmes.fsnet.co.uk/wordsearchchoice.htm,0
